Periodo,COMP_1,COMP_2,COMP_3,COMP_4,COMP_5,COMP_6,COMP_7,COMP_8,COMP_9,COMP_10
2020/04,33.1,42.3,19.8,16.8,18.5,41,16.7,32,6.9,10.4
